-6.3,-4.7,-0.3,6.6,12.7,17.7,20.5,19.5,14.7,8,2.9,-3
-6.3,-4.7,-0.3,6.6,12.7,17.7,20.5,19.5,14.7,8,2.9,-3
-6.3,-4.7,-0.3,6.6,12.7,17.7,20.5,19.5,14.7,8,2.9,-3
-6.3,-4.7,-0.3,6.6,12.7,17.7,20.5,19.5,14.7,8,2.9,-3
-6.3,-4.7,-0.3,6.6,12.7,17.7,20.5,19.5,14.7,8,2.9,-3
-6.3,-4.7,-0.3,6.6,12.7,17.7,20.5,19.5,14.7,8,2.9,-3
-6.3,-4.7,-0.3,6.6,12.7,17.7,20.5,19.5,14.7,8,2.9,-3
-6.3,-4.7,-0.3,6.6,12.7,17.7,20.5,19.5,14.7,8,2.9,-3
-6.3,-4.7,-0.3,6.6,12.7,17.7,20.5,19.5,14.7,8,2.9,-3
-6.3,-4.7,-0.3,6.6,12.7,17.7,20.5,19.5,14.7,8,2.9,-3
-6.3,-4.7,-0.3,6.6,12.7,17.7,20.5,19.5,14.7,8,2.9,-3
-6.3,-4.7,-0.3,6.6,12.7,17.7,20.5,19.5,14.7,8,2.9,-3
-6.3,-4.7,-0.3,6.6,12.7,17.7,20.5,19.5,14.7,8,2.9,-3
-6.3,-4.7,-0.3,6.6,12.7,17.7,20.5,19.5,14.7,8,2.9,-3
-6.3,-4.7,-0.3,6.6,12.7,17.7,20.5,19.5,14.7,8,2.9,-3
-6.3,-4.7,-0.3,6.6,12.7,17.7,20.5,19.5,14.7,8,2.9,-3
-6.3,-4.7,-0.3,6.6,12.7,17.7,20.5,19.5,14.7,8,2.9,-3
-6.3,-4.7,-0.3,6.6,12.7,17.7,20.5,19.5,14.7,8,2.9,-3
-6.3,-4.7,-0.3,6.6,12.7,17.7,20.5,19.5,14.7,8,2.9,-3
-6.3,-4.7,-0.3,6.6,12.7,17.7,20.5,19.5,14.7,8,2.9,-3
-6.3,-4.7,-0.3,6.6,12.7,17.7,20.5,19.5,14.7,8,2.9,-3
-6.3,-4.7,-0.3,6.6,12.7,17.7,20.5,19.5,14.7,8,2.9,-3
-6.3,-4.7,-0.3,6.6,12.7,17.7,20.5,19.5,14.7,8,2.9,-3
-6.3,-4.7,-0.3,6.6,12.7,17.7,20.5,19.5,14.7,8,2.9,-3
-6.3,-4.7,-0.3,6.6,12.7,17.7,20.5,19.5,14.7,8,2.9,-3
-6.3,-4.7,-0.3,6.6,12.7,17.7,20.5,19.5,14.7,8,2.9,-3
-6.3,-4.7,-0.3,6.6,12.7,17.7,20.5,19.5,14.7,8,2.9,-3
-6.3,-4.7,-0.3,6.6,12.7,17.7,20.5,19.5,14.7,8,2.9,-3
-6.3,-4.7,-0.3,6.6,12.7,17.7,20.5,19.5,14.7,8,2.9,-3
-6.3,-4.7,-0.3,6.6,12.7,17.7,20.5,19.5,14.7,8,2.9,-3
-6.3,-4.7,-0.3,6.6,12.7,17.7,20.5,19.5,14.7,8,2.9,-3
-6.3,-4.7,-0.3,6.6,12.7,17.7,20.5,19.5,14.7,8,2.9,-3
-6.3,-4.7,-0.3,6.6,12.7,17.7,20.5,19.5,14.7,8,2.9,-3
-6.3,-4.7,-0.3,6.6,12.7,17.7,20.5,19.5,14.7,8,2.9,-3
-6.3,-4.7,-0.3,6.6,12.7,17.7,20.5,19.5,14.7,8,2.9,-3
-6.3,-4.7,-0.3,6.6,12.7,17.7,20.5,19.5,14.7,8,2.9,-3
-6.3,-4.7,-0.3,6.6,12.7,17.7,20.5,19.5,14.7,8,2.9,-3
-6.3,-4.7,-0.3,6.6,12.7,17.7,20.5,19.5,14.7,8,2.9,-3
-6.3,-4.7,-0.3,6.6,12.7,17.7,20.5,19.5,14.7,8,2.9,-3
-6.3,-4.7,-0.3,6.6,12.7,17.7,20.5,19.5,14.7,8,2.9,-3
-6.3,-4.7,-0.3,6.6,12.7,17.7,20.5,19.5,14.7,8,2.9,-3
-6.3,-4.7,-0.3,6.6,12.7,17.7,20.5,19.5,14.7,8,2.9,-3
-6.3,-4.7,-0.3,6.6,12.7,17.7,20.5,19.5,14.7,8,2.9,-3
-6.3,-4.7,-0.3,6.6,12.7,17.7,20.5,19.5,14.7,8,2.9,-3
-6.3,-4.7,-0.3,6.6,12.7,17.7,20.5,19.5,14.7,8,2.9,-3
-6.3,-4.7,-0.3,6.6,12.7,17.7,20.5,19.5,14.7,8,2.9,-3
-6.3,-4.7,-0.3,6.6,12.7,17.7,20.5,19.5,14.7,8,2.9,-3
-6.3,-4.7,-0.3,6.6,12.7,17.7,20.5,19.5,14.7,8,2.9,-3
-6.3,-4.7,-0.3,6.6,12.7,17.7,20.5,19.5,14.7,8,2.9,-3
-6.3,-4.7,-0.3,6.6,12.7,17.7,20.5,19.5,14.7,8,2.9,-3
-6.3,-4.7,-0.3,6.6,12.7,17.7,20.5,19.5,14.7,8,2.9,-3
-6.3,-4.7,-0.3,6.6,12.7,17.7,20.5,19.5,14.7,8,2.9,-3
-6.3,-4.7,-0.3,6.6,12.7,17.7,20.5,19.5,14.7,8,2.9,-3
-6.3,-4.7,-0.3,6.6,12.7,17.7,20.5,19.5,14.7,8,2.9,-3
-6.3,-4.7,-0.3,6.6,12.7,17.7,20.5,19.5,14.7,8,2.9,-3
-6.3,-4.7,-0.3,6.6,12.7,17.7,20.5,19.5,14.7,8,2.9,-3
-6.3,-4.7,-0.3,6.6,12.7,17.7,20.5,19.5,14.7,8,2.9,-3
-6.3,-4.7,-0.3,6.6,12.7,17.7,20.5,19.5,14.7,8,2.9,-3
-6.3,-4.7,-0.3,6.6,12.7,17.7,20.5,19.5,14.7,8,2.9,-3
-6.3,-4.7,-0.3,6.6,12.7,17.7,20.5,19.5,14.7,8,2.9,-3
-6.3,-4.7,-0.3,6.6,12.7,17.7,20.5,19.5,14.7,8,2.9,-3
-6.3,-4.7,-0.3,6.6,12.7,17.7,20.5,19.5,14.7,8,2.9,-3
-6.3,-4.7,-0.3,6.6,12.7,17.7,20.5,19.5,14.7,8,2.9,-3
-6.3,-4.7,-0.3,6.6,12.7,17.7,20.5,19.5,14.7,8,2.9,-3
-6.3,-4.7,-0.3,6.6,12.7,17.7,20.5,19.5,14.7,8,2.9,-3
-6.3,-4.7,-0.3,6.6,12.7,17.7,20.5,19.5,14.7,8,2.9,-3
1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1
8.5,7.9,9.9,9.8,9.7,11.1,11.7,9.4,9.4,11.5,10.7,9.9
8.5,7.9,9.9,9.8,9.7,11.1,11.7,9.4,9.4,11.5,10.7,9.9
8.5,7.9,9.9,9.8,9.7,11.1,11.7,9.4,9.4,11.5,10.7,9.9
8.5,7.9,9.9,9.8,9.7,11.1,11.7,9.4,9.4,11.5,10.7,9.9
8.5,7.9,9.9,9.8,9.7,11.1,11.7,9.4,9.4,11.5,10.7,9.9
8.5,7.9,9.9,9.8,9.7,11.1,11.7,9.4,9.4,11.5,10.7,9.9
8.5,7.9,9.9,9.8,9.7,11.1,11.7,9.4,9.4,11.5,10.7,9.9
8.5,7.9,9.9,9.8,9.7,11.1,11.7,9.4,9.4,11.5,10.7,9.9
8.5,7.9,9.9,9.8,9.7,11.1,11.7,9.4,9.4,11.5,10.7,9.9
8.5,7.9,9.9,9.8,9.7,11.1,11.7,9.4,9.4,11.5,10.7,9.9
8.5,7.9,9.9,9.8,9.7,11.1,11.7,9.4,9.4,11.5,10.7,9.9
8.5,7.9,9.9,9.8,9.7,11.1,11.7,9.4,9.4,11.5,10.7,9.9
8.5,7.9,9.9,9.8,9.7,11.1,11.7,9.4,9.4,11.5,10.7,9.9
8.5,7.9,9.9,9.8,9.7,11.1,11.7,9.4,9.4,11.5,10.7,9.9
8.5,7.9,9.9,9.8,9.7,11.1,11.7,9.4,9.4,11.5,10.7,9.9
8.5,7.9,9.9,9.8,9.7,11.1,11.7,9.4,9.4,11.5,10.7,9.9
8.5,7.9,9.9,9.8,9.7,11.1,11.7,9.4,9.4,11.5,10.7,9.9
8.5,7.9,9.9,9.8,9.7,11.1,11.7,9.4,9.4,11.5,10.7,9.9
8.5,7.9,9.9,9.8,9.7,11.1,11.7,9.4,9.4,11.5,10.7,9.9
8.5,7.9,9.9,9.8,9.7,11.1,11.7,9.4,9.4,11.5,10.7,9.9
8.5,7.9,9.9,9.8,9.7,11.1,11.7,9.4,9.4,11.5,10.7,9.9
8.5,7.9,9.9,9.8,9.7,11.1,11.7,9.4,9.4,11.5,10.7,9.9
8.5,7.9,9.9,9.8,9.7,11.1,11.7,9.4,9.4,11.5,10.7,9.9
8.5,7.9,9.9,9.8,9.7,11.1,11.7,9.4,9.4,11.5,10.7,9.9
8.5,7.9,9.9,9.8,9.7,11.1,11.7,9.4,9.4,11.5,10.7,9.9
8.5,7.9,9.9,9.8,9.7,11.1,11.7,9.4,9.4,11.5,10.7,9.9
8.5,7.9,9.9,9.8,9.7,11.1,11.7,9.4,9.4,11.5,10.7,9.9
8.5,7.9,9.9,9.8,9.7,11.1,11.7,9.4,9.4,11.5,10.7,9.9
8.5,7.9,9.9,9.8,9.7,11.1,11.7,9.4,9.4,11.5,10.7,9.9
8.5,7.9,9.9,9.8,9.7,11.1,11.7,9.4,9.4,11.5,10.7,9.9
8.5,7.9,9.9,9.8,9.7,11.1,11.7,9.4,9.4,11.5,10.7,9.9
8.5,7.9,9.9,9.8,9.7,11.1,11.7,9.4,9.4,11.5,10.7,9.9
8.5,7.9,9.9,9.8,9.7,11.1,11.7,9.4,9.4,11.5,10.7,9.9
8.5,7.9,9.9,9.8,9.7,11.1,11.7,9.4,9.4,11.5,10.7,9.9
8.5,7.9,9.9,9.8,9.7,11.1,11.7,9.4,9.4,11.5,10.7,9.9
8.5,7.9,9.9,9.8,9.7,11.1,11.7,9.4,9.4,11.5,10.7,9.9
8.5,7.9,9.9,9.8,9.7,11.1,11.7,9.4,9.4,11.5,10.7,9.9
8.5,7.9,9.9,9.8,9.7,11.1,11.7,9.4,9.4,11.5,10.7,9.9
8.5,7.9,9.9,9.8,9.7,11.1,11.7,9.4,9.4,11.5,10.7,9.9
8.5,7.9,9.9,9.8,9.7,11.1,11.7,9.4,9.4,11.5,10.7,9.9
8.5,7.9,9.9,9.8,9.7,11.1,11.7,9.4,9.4,11.5,10.7,9.9
8.5,7.9,9.9,9.8,9.7,11.1,11.7,9.4,9.4,11.5,10.7,9.9
8.5,7.9,9.9,9.8,9.7,11.1,11.7,9.4,9.4,11.5,10.7,9.9
8.5,7.9,9.9,9.8,9.7,11.1,11.7,9.4,9.4,11.5,10.7,9.9
8.5,7.9,9.9,9.8,9.7,11.1,11.7,9.4,9.4,11.5,10.7,9.9
8.5,7.9,9.9,9.8,9.7,11.1,11.7,9.4,9.4,11.5,10.7,9.9
8.5,7.9,9.9,9.8,9.7,11.1,11.7,9.4,9.4,11.5,10.7,9.9
8.5,7.9,9.9,9.8,9.7,11.1,11.7,9.4,9.4,11.5,10.7,9.9
8.5,7.9,9.9,9.8,9.7,11.1,11.7,9.4,9.4,11.5,10.7,9.9
8.5,7.9,9.9,9.8,9.7,11.1,11.7,9.4,9.4,11.5,10.7,9.9
8.5,7.9,9.9,9.8,9.7,11.1,11.7,9.4,9.4,11.5,10.7,9.9
8.5,7.9,9.9,9.8,9.7,11.1,11.7,9.4,9.4,11.5,10.7,9.9
8.5,7.9,9.9,9.8,9.7,11.1,11.7,9.4,9.4,11.5,10.7,9.9
8.5,7.9,9.9,9.8,9.7,11.1,11.7,9.4,9.4,11.5,10.7,9.9
8.5,7.9,9.9,9.8,9.7,11.1,11.7,9.4,9.4,11.5,10.7,9.9
8.5,7.9,9.9,9.8,9.7,11.1,11.7,9.4,9.4,11.5,10.7,9.9
8.5,7.9,9.9,9.8,9.7,11.1,11.7,9.4,9.4,11.5,10.7,9.9
8.5,7.9,9.9,9.8,9.7,11.1,11.7,9.4,9.4,11.5,10.7,9.9
8.5,7.9,9.9,9.8,9.7,11.1,11.7,9.4,9.4,11.5,10.7,9.9
8.5,7.9,9.9,9.8,9.7,11.1,11.7,9.4,9.4,11.5,10.7,9.9
8.5,7.9,9.9,9.8,9.7,11.1,11.7,9.4,9.4,11.5,10.7,9.9
8.5,7.9,9.9,9.8,9.7,11.1,11.7,9.4,9.4,11.5,10.7,9.9
8.5,7.9,9.9,9.8,9.7,11.1,11.7,9.4,9.4,11.5,10.7,9.9
8.5,7.9,9.9,9.8,9.7,11.1,11.7,9.4,9.4,11.5,10.7,9.9
8.5,7.9,9.9,9.8,9.7,11.1,11.7,9.4,9.4,11.5,10.7,9.9
8.5,7.9,9.9,9.8,9.7,11.1,11.7,9.4,9.4,11.5,10.7,9.9
1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1
